A new study created in memory with name: PCA_LGBM
Trial 0 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 27, 'max_depth': 20, 'min_child_samples': 3}. Best is trial 0 with value: 0.8333333333333334.
Trial 19 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 61, 'max_depth': 16, 'min_child_samples': 2}. Best is trial 0 with value: 0.993103448275862.
Trial 20 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 74, 'max_depth': 6, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 21 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 88, 'max_depth': 8, 'min_child_samples': 5}. Best is trial 0 with value: 0.993103448275862.
Trial 22 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 90, 'max_depth': 3, 'min_child_samples': 5}. Best is trial 0 with value: 0.993103448275862.
Trial 23 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 75, 'max_depth': 6, 'min_child_samples': 5}. Best is trial 0 with value: 0.993103448275862.
Trial 24 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 89, 'max_depth': 5, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 25 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 62, 'max_depth': 8, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 26 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 78, 'max_depth': 11, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 27 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 94, 'max_depth': 4, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 28 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 67, 'max_depth': 18, 'min_child_samples': 5}. Best is trial 0 with value: 0.993103448275862.
Trial 29 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 70, 'max_depth': 9, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 30 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 84, 'max_depth': 11, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 31 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 55, 'max_depth': 10, 'min_child_samples': 5}. Best is trial 0 with value: 0.993103448275862.
Trial 32 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 74, 'max_depth': 8, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 33 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 2}. Best is trial 0 with value: 0.993103448275862.
Trial 34 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 71, 'max_depth': 13, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 35 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 63, 'max_depth': 9, 'min_child_samples': 5}. Best is trial 0 with value: 0.993103448275862.
Trial 36 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 34, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 0 with value: 0.993103448275862.
Trial 37 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 66, 'max_depth': 10, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 38 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 15, 'max_depth': 4, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 39 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 55, 'max_depth': 14, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 40 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 85, 'max_depth': 12, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 41 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 37, 'max_depth': 4, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 42 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 21, 'max_depth': 5, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 43 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 30, 'max_depth': 6, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 44 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 77, 'max_depth': 19, 'min_child_samples': 5}. Best is trial 0 with value: 0.993103448275862.
Trial 45 finished with value: 0.993103448275862 and parameters: {'num_leaves': 26, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 46 finished with value: 0.993103448275862 and parameters: {'num_leaves': 46, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 47 finished with value: 0.993103448275862 and parameters: {'num_leaves': 43, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 48 finished with value: 0.993103448275862 and parameters: {'num_leaves': 44, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 49 finished with value: 0.993103448275862 and parameters: {'num_leaves': 43, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
A new study created in memory with name: SPCA_LGBM
Trial 0 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 52, 'max_depth': 3, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 1 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 15, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 2 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 26, 'max_depth': 8, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 3 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 88, 'max_depth': 19, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 4 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 40, 'max_depth': 19, 'min_child_samples': 5}. Best is trial 0 with value: 0.9862068965517242.
Trial 5 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 65, 'max_depth': 5, 'min_child_samples': 5}. Best is trial 0 with value: 0.9862068965517242.
Trial 6 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 61, 'max_depth': 4, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 7 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 42, 'max_depth': 8, 'min_child_samples': 5}. Best is trial 0 with value: 0.9862068965517242.
Trial 8 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 99, 'max_depth': 20, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 9 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 90, 'max_depth': 9, 'min_child_samples': 5}. Best is trial 0 with value: 0.9862068965517242.
Trial 10 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 78, 'max_depth': 13, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 11 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 15, 'max_depth': 12, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 12 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 37, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 13 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 29, 'max_depth': 10, 'min_child_samples': 4}. Best is trial 0 with value: 0.9862068965517242.
Trial 14 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 51, 'max_depth': 14, 'min_child_samples': 4}. Best is trial 0 with value: 0.9862068965517242.
Trial 15 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 26, 'max_depth': 6, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 16 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 52, 'max_depth': 16, 'min_child_samples': 4}. Best is trial 0 with value: 0.9862068965517242.
Trial 17 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 72, 'max_depth': 3, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 18 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 29, 'max_depth': 10, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 19 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 53, 'max_depth': 6, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 20 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 43, 'max_depth': 15, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 21 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 64, 'max_depth': 5, 'min_child_samples': 4}. Best is trial 0 with value: 0.9862068965517242.
Trial 22 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 68, 'max_depth': 5, 'min_child_samples': 4}. Best is trial 0 with value: 0.9862068965517242.
Trial 23 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 77, 'max_depth': 7, 'min_child_samples': 5}. Best is trial 0 with value: 0.9862068965517242.
Trial 24 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 57, 'max_depth': 4, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 25 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 24, 'max_depth': 9, 'min_child_samples': 4}. Best is trial 0 with value: 0.9862068965517242.
Trial 26 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 35, 'max_depth': 5, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 27 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 49, 'max_depth': 7, 'min_child_samples': 5}. Best is trial 0 with value: 0.9862068965517242.
Trial 28 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 73, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 29 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 16, 'max_depth': 8, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 30 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 84, 'max_depth': 11, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 31 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 61, 'max_depth': 4, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 32 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 63, 'max_depth': 6, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 33 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 58, 'max_depth': 4, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 34 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 46, 'max_depth': 5, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 35 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 69, 'max_depth': 8, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 36 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 56, 'max_depth': 7, 'min_child_samples': 5}. Best is trial 0 with value: 0.9862068965517242.
Trial 37 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 95, 'max_depth': 3, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 38 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 83, 'max_depth': 4, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 39 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 66, 'max_depth': 6, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 40 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 36, 'max_depth': 9, 'min_child_samples': 5}. Best is trial 0 with value: 0.9862068965517242.
Trial 41 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 77, 'max_depth': 12, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 42 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 79, 'max_depth': 13, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 43 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 91, 'max_depth': 18, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 44 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 20, 'max_depth': 13, 'min_child_samples': 4}. Best is trial 0 with value: 0.9862068965517242.
Trial 45 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 73, 'max_depth': 11, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 46 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 47, 'max_depth': 17, 'min_child_samples': 4}. Best is trial 0 with value: 0.9862068965517242.
Trial 47 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 85, 'max_depth': 15, 'min_child_samples': 2}. Best is trial 0 with value: 0.9862068965517242.
Trial 48 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 32, 'max_depth': 4, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
Trial 49 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 40, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 0 with value: 0.9862068965517242.
A new study created in memory with name: GSPCA_LGBM
Trial 0 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 41, 'max_depth': 17, 'min_child_samples': 2}. Best is trial 0 with value: 0.9793103448275862.
Trial 1 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 93, 'max_depth': 16, 'min_child_samples': 5}. Best is trial 1 with value: 0.9862068965517242.
Trial 2 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 84, 'max_depth': 10, 'min_child_samples': 5}. Best is trial 1 with value: 0.9862068965517242.
Trial 3 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 75, 'max_depth': 20, 'min_child_samples': 5}. Best is trial 1 with value: 0.9862068965517242.
Trial 4 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 72, 'max_depth': 9, 'min_child_samples': 2}. Best is trial 1 with value: 0.9862068965517242.
Trial 5 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 82, 'max_depth': 16, 'min_child_samples': 4}. Best is trial 1 with value: 0.9862068965517242.
Trial 6 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 61, 'max_depth': 10, 'min_child_samples': 3}. Best is trial 1 with value: 0.9862068965517242.
Trial 7 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 77, 'max_depth': 20, 'min_child_samples': 4}. Best is trial 1 with value: 0.9862068965517242.
